CASEID,ORDER,PRIEST,POSITION,PRIMARY,PAID,AREA,SPADMIN,SPCHILD,SPCOMM,SPFAMILY,SPMEDIA,SPMUSIC,SPOUT,SPCARE,SPPREACH,SPPSYCH,SPRELED,SPSPIRIT,SPTECH,SPVOLCOR,SPWORLEAD,SPWORTECH,SPYADULT,SPYOUTH,SPOTHER,GENLEAD,YEARLEAD,STFPREV,YEARSTF,MBRPREV,TIMESERV,DIFFOCC,HRCONG,SERVOTH,HROTHCNG,CHAPLAIN,CHAPUNI,CHAPHOSP,CHAPNURS,CHAPJAIL,CHAPPOL,CHAPOTH,HRCHAP,OTHERJOB,HROTHJOB,HRTOTAL,PREACH,CLASS,VISIT,COUNSEL,COTHCONG,CDEN,COTHDEN,CNONPRFT,CPUBSCHL,CPRVSCHL,CCOLLEGE,CSEM,CBIZ,CHOSP,CGOV,CADVOC,WORKSAT,LVCNGWRK,LVRELWRK,GOD,DOUBT,POSTLIFE,HEAVEN,HELL,MIRAHEAL,PROSPER,REINCAR,ASTROL,RESURECT,ADAMEVE,BIBLE,GRACE,PRAYSOLO,ALLTRUE,MINEBEST,CONVERT,NOFRIEND,LDRWOMEN,ORIENT,GAYMARRY,MIHELP,MIHELP2,MIPSYCH,MISERM,MIPRAY,MICLASS,MILEARN,SERIOUS,CHEM,GENES,TRAUMA,DEMON,NOSUPP,NOFAITH,STRESS,SEEKHELP,TAKEMEDS,RELIGACT,DISASTRO,DISCLIMA,DISENVIR,DISEVOLU,DISPSYCH,DISPOLLS,DISSTEM,DISVAX,DISMED,DISOTH,SIXDAYS,YNGEARTH,CREMIRAC,EVOLVED,GODEVOLV,LAWEVOLV,EVNOGOD,CLIMCHNG,SCICONFL,SCIRELIG,RELICHNG,SCIHOSTL,RESCHAR,RESFORGV,RESHMBL,RESGRAT,RESGENER,RESCNTL,RESPRAY,RESDISC,VSTDYING,VSTOFTN,ALLOWDIE,EUTHA,HOPEMIRA,PALIATIVE,PARTYID7,POLVIEWS,POLGROUP,TOOKSTND,PRAYISSUE,URGEVOTE,URGEACT,LOBBIED,PROTEST,ACTABORT,ACTCAPUN,ACTECON,ACTEDUC,ACTENVIR,ACTFORGN,ACTLGBT,ACTGUN,ACTHEAL,ACTHUNGR,ACTIMM,ACTPOLIC,ACTRACE,ACTOTH,ENDORSE,TAXENDRS,POLCOMP,VOTE,VOTEWHO,INFOBOOK,INFOZINE,INFOWEB,INFOPOD,INFOSOC,GENDER,RACE,YEARBORN,WHEREBRN,EDUC,ATSEM,MARSTAT,ROMRELAT,NUMKID,HEALTH,CAREDFOR,LACKINT,DEPRESS,HAPPY,SATLIFE,LIFEGOOD,BMI,BMICAT,CONGSAL,CONGLIVE,OTHINC,OTHAMT,HHINCOME,STULOAN,LOANAMT,FINSATIS,CHALWELL,CHALTECH,CHALRACE,CHALLGBT,CHALLEAD,CHALGEN,CHALCASH,CHALFEM,CHALFACIL,CHALDENOM,CHALCOMIT,CHALOTH,cong_region,cong_size,cong_trad,cong_race,DURATION,SURVEYDATE,SURVEYYEAR,COVID,MODE_NSRL,WT_NSRL_ALL_IGN,WT_NSRL_ALL_DUP,WT_NSRL_ALL_ATTENDEE,WT_NSRL_PRIMARY_IGN,WT_NSRL_PRIMARY_DUP,WT_NSRL_PRIMARY_ATTENDEE,WT_NSRL_NONP_IGN,WT_NSRL_NONP_DUP,WT_NSRL_NONP_ATTENDEE
23, , ,2,2,1,1,2,2,1,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2, ,1, , ,5,2,10,2,45,2, ,2, , , , , , , ,1,15,60,3,8,5,8,1,1,1,1,2,2,1,1,1,2,2,1,4,1,1,2,2,5,5,1,4,1,3,4,3,2,3,4,5,7,1,1,1,7,7,5,1,4,5,2,2,2,5,4,4,4,4,1,3,1,3,4,4,2,2,5,4,2,4,2,1,2,1, ,2,1,3,3,5,3,2,1,1,1,3,2,1,1,2,1,1,2,1,1,1,3,7,4,1,1,1,2,3,3,3,3,3,1,3,2,2,1,1,1,2,1,1,1,1,1,2,1, ,2,2,3,1,1,6,4,4,4,3,2,1,6,1,5, ,2, ,1,3,3,1,1,6,5,6,27.4609375,3,6,2,1,2,7,2,0,1, , , , , , , , , , , , ,3,3,4,1,44.1,2/26/2019,2019,2,1,.203436886792712,.131963053321272,.264011549447886,0,0,0,.20875564386716,.131895718008951,.161762352076482
24, , ,7,2,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2, ,0, , ,5,2,17,2,8,2, ,2, , , , , , , ,1,4,12,4,2,8,4,1,1,1,1,2,2,2,1,2,2,2,2,4,1,1,2,2,5,5,1,5,1,1,1,5,1,3,6,2,5,3,1,1,7,7,5,1,2,2,1,1,1,2,4,3,3,3,1,3,3,4,4,4,4,3,3,1,3,5,4,2,1,4, ,1,1,2,5,4,2,2,1,1,3,3,6,1,1,1,1,1,1,1,1,1,2,7,6,1,1,1,2,1,1,3,1,2,1,1,2,2,1,2,1,1,2,2,1,2,2,2,1, ,2,1,4,1,1,4,4,4,1,6,1,1,1,1,5, ,2, ,0,1,5,1,4,1,1,5,23.329972694812,2,2,2,1,9,9,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,3,3,4,1,75.5,2/13/2019,2019,2,1,.203436886792712,.131963053321272,.264011549447886,0,0,0,.20875564386716,.131895718008951,.161762352076482
25, , , ,2,1,1, , , , , , , , , , , , , , , , , , , ,0, , , ,2, , ,60, , , , , , , , , , ,2, ,60, ,8,4,6,1, , ,1, ,1, , , , , , , ,1, ,1,2,5,5,5,5,1,1,1,5,5,2,5,4,1,7,6,2,6,2, , , ,2, , , ,3,4, , , , , , , ,4,4,4, , , ,3, ,3, , , , ,5,5,5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,4,2,1,11.2,9/24/2019,2019,2,1,.977807867410463,.631164363708275,1.18791928129792,0,0,0,1.00337217186985,.630842306522671,.72784928319087
26, , ,6,2,1,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2, ,0, , ,4,1,54,2,25,2, ,2, , , , , , , ,2, ,25,3,8,8,4,2,2,2,2,2,1,2,2,2,2,2,2,4,1,1,1,1,5,5,5,5, ,1,1,5,5,2,6,5,1,7,5,3,2,1,1,2,1,2,1,2,1,3,4,4,2,3,2,2,1,4,4,4,3,2,3,3,3,2, ,1,2,3, ,5,3,5,1,1,1,1,2,3, ,1,6,2,1,1,1,3,3,1,1,1,4,6,1,3,3,7,6,1,2,1,3,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2, ,2,2,3,1,2,3,4,2,1,1,1,1,1,1,5, ,2, ,0,3,4,1,1,4,5,4,22.9551020408163,2,1,2,1,1, ,2,0,3, , , , , , , , , , , , ,3,4,2,1,49.6,9/16/2019,2019,2,1,.977807867410463,.631164363708275,1.18791928129792,0,0,0,1.00337217186985,.630842306522671,.72784928319087
27, , ,2,2,1,1,1,2,1,1,1,2,2,2,2,2,1,2,1,2,2,2,1,1,1,1, , ,5,2,7,1,55,2, ,2, , , , , , , ,2, ,55,5,8,4,3,2,1,2,1,2,2,2,2,2,2,2,1,4,1,1,1,3,5,4,4,3,1,1,1,4,2,3,3,4,3,2,3,1,7,7,5,1,2,2,1,1,1,2,3,3,2,3,1,3,1,3,4,4,1,2,2,1,3,4,5,1,2,3, ,1,1,3,5,3,4,2,1,1,3,3,6,2,2,2,1,2,2,1,1,1,4,7,7,1,4,3,3,1,1,1,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,3,3,1,1,5,4,4,5,5,1,1,6,1,5, ,2, ,1,2,2,2,2,4,5,6, , ,7,2,2,0,9,2,0,3, , , , , , , , , , , , ,2,5,4,1,38.6,11/13/2019,2019,2,1,.0508512704242358,.098956816773627,.848475881283154,0,0,0,.0521807518107118,.0989063231847317,.519869128920896
28, , ,1,1,1, , , , , , , , , , , , , , , , , , , , ,1,4,2, ,2,30,2,45,2, ,2, , , , , , , ,2, ,48,8,5,5,5,1,1,2,1,1,2,2,1,2,2,1,1,3,1,1,2,2,5,5,2,5,1,3,2,5,1,3,5,4,5,6,4,1,7,7,4,1,4,4,2,2,1,3,4,4,4,4,1,4,3,3,4,4,4,1,1,1,1,2,3,1,1,1, ,2,1,5,4,5,1,1,1,2,3,3,2,2,1,1,1,1,2,1,1,1,4,7,3,1,4,1,1,1,1,3,2,1,3,1,2,1,1,1,2,2,2,1,2,1,1,2,2, ,2,3,5,1,1,2,1,5,2,2,1,1,4,1,5, ,2, ,0,3,5,1,2,5,6,6,32.3513513513513,4,8,2,1,1,9,1,6,3,1,0,0,0,0,0,0,0,0,0,0,0,2,5,4,1,68.5,1/15/2020,2020,2,2,.0184729324661157,.0379631728886856,.384348835470908,.0181049412995241,.0379786403820238,.775296494440369,0,0,0
29, , ,5,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1, ,0, , ,5,2,8,1,50,2, ,2, , , , , , , ,2, ,50,7,7,7,4,1,1,1,1,1,1,1,2,1,2,2,1,4,3,2,2,2,5,5,3,5,1,1,1,5,2,3,6,6,1,7,4,1,7,7,4,1,2,4,3,2,1,4,4,3,4,3,2,3,1,2,4,4,2,1,2,2,1,1,2,1,2,2, ,1,1,3,4,5,1,1,1,1,1,4,2,1,1,2,1,2,2,1,1,2,1,6,7,3,1,3,3,1,3,2,2,3,1,3,2,2,1,2,2,1,1,1,2,2,1,2,2, ,2,2,5,1,1,4,3,4,3,3,1,1,6,1,3,2,2, ,0,2,4,1,1,5,4,5,27.3659169550173,3,6,2,1,1,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,4,4,1,21.8,2/15/2019,2019,2,1,.173570716089772,.112589816052899,.514862928503585,0,0,0,.178108636860551,.112532366105832,.315461344346093
30, , ,4,2,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,0, , ,5,1,8,1,12,2, ,2, , , , , , , ,1,24,36,5,7,2,5,1,1,1,1,2,2,2,1,2,2,2,1,4,2,2,2,2,5,5,3,3,2,2,2,5,2,3,4,5,4,5,3,1,7,7,3,1,3,3,1,1,1,3,4,4,2,3,1,3,2,3,4,4,3,1,1,3,2,4,4,1,1,3, ,2,2,3,4,4,2,1,1,2,2,3,4,1,1,2,1,1,3,1,1,2,1,6,2,2,2,4,4,2,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,1,1,2,1, ,2,3,4,1,1,4,4,6,6,5,2,1,3,1,5, ,2, ,0,1,4,1,1,5,5,6,25.74462890625,3,3,2,1, , ,2,0,3, , , , , , , , , , , , ,3,4,4,1,28.6,2/15/2019,2019,2,1,.173570716089772,.112589816052899,.514862928503585,0,0,0,.178108636860551,.112532366105832,.315461344346093
31, , ,1,1,1, , , , , , , , , , , , , , , , , , , , ,1,5,2, ,2,32,2,55,2, ,2, , , , , , , ,2, ,55,6,5,7,4,1,1,1,1,1,2,1,1,2,1,2,1,4,1,1,1,1,5,4,4,5,2,1,1,5,3,3,5,4,3,6,4,1,7,6,4,2,1,3,2,1,1,1,3,3,3,3,1,2,1,4,4,4,3,1,1,1,1,1,1,1,1,1, ,2,1,4,3,4,2,1,1,1,3,3,3,1,1,1,1,1,1,1,1,1,3,6,1,2,4,2,3,2,2,1,2,1,1,2,2,2,2,1,2,2,1,2,2,1,2,2,1, ,2,1,4,1,1,5,2,5,1,2,1,1,3,1,5, ,2, ,0,2,4,2,1,5,5,6,33.3783783783784,4,9,1,1,1,11,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,3,4,4,1,50.4,3/25/2019,2019,2,1,.0630536875415711,.0431932512754457,.233226390240143,.0617976227517016,.0432108496813618,.470457006959895,0,0,0
32, , ,2,2,1,1,2,2,1,2,2,2,1,1,1,2,1,1,2,2,1,2,2,2,1,1, , ,5,2,13,1,50,2, ,1,2,1,2,2,2,2,12,2, ,62,8,5,4,3,1,1,1,1,1,2,2,2, ,1,1,1,3,2,1,1,1,5,5,5,5,1,2,1,5,5,2,5,6,1,7,7,4,7,3,1,1,2,2,1,1,1,2,4,4,1,3,1,3,1,4,4,4,2,1,1,1,1,1,2,1,1,1, ,3,3,5,5,3,1,1,1,3,2,1,4,1,1,2,1,1,1,1,1,1,3,4,4,4,1,4, ,3,2,2,3,3,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1, ,1, , ,1,1,4,1,4,1,1,2,2,4,1,5, ,1,2,0,2,5,1,1,6,5,6, , ,3,2,1,6, ,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,3,4,4,1,90.4,2/16/2019,2019,2,1,.173570716089772,.112589816052899,.514862928503585,0,0,0,.178108636860551,.112532366105832,.315461344346093
33, , ,1,1,1, , , , , , , , , , , , , , , , , , , , ,1,5,1, ,2,11,1,40,2, ,2, , , , , , , ,1,10,50,6,5,5,8,1,1,1,1,2,2,1,2,2,2,2,1,4,3,1,1,1,5,5,1,5,4,5,5,5,2,3,6,6,6,1,1,1,7,7,5,1,5,5,2,2,2,3,3,3,3,3,1,3,2,3,4,4,2,4,5,4,4,4,4,1,1,2, ,1,1,1,5,4,2,1,1,1,3,3,4,1,1,1,1,1,1,1,1,1,2,6,7,3,3,2,2,3,2,1,3,3,2,3,2,2,2,2,1,2,1,2,2,2,1,2,1, ,2,2,3,2,5,6,6,6,2,3,2,1,4,1,5, ,3,1,0,1,5,1,1,5,6,6,24.2079889807163,2,7,2,1,2,8,1,3,2,0,1,0,0,0,1,1,0,1,0,1,0,3,2,4,1,24.4,11/14/2019,2019,2,1,.627221256610245,.429661236294953,.275499989575186,.614726657696162,.429836294958505,.555729994275389,0,0,0
34, , ,10,2,1,1,1,1,1,1,1,2,1,1,2,2,1,1,2,1,1,1,1,1, ,0, , ,5,1,4,2,15,2, ,2, , , , , , , ,1, ,15,3,5,3, ,2,2,2,1,2,2,2,2,1,2,2,2,4, , ,4,5,4,2,1,5,1,4,5,3,1, , ,6,4,1,1,1,7,7,6,2,1,1,1,1,1,3,3,3,3,4,1,4,1,4,4, ,3,3,5,4,3,5,1,1, , , ,1,1,1,5,2,2,4,1, , , ,4,1,1,3,1,3,2,1,1,2,1,7,7, , ,4, ,3,3,1,1,1,2,1, , , , , , , , , , , , , , ,2,1, , , ,4, , , , ,2,1,5,1,4,2,2, ,2,3,3, , , , , , , ,2,2,1, , ,2,0, ,0,0,0,0,0,1,0,0,0,0,0,0,3,2,4,1,71,11/19/2019,2019,2,1,1.7265801081783,1.11997773103527,.608184739682916,0,0,0,1.77172069359402,1.11940625251599,.37264049316733
35, ,1,1,1,1, , , , , , , , , , , , , , , , , , , , ,1,5,2, ,2,29,1,70,1,3,2, , , , , , , ,2, ,70,8,7,8,8,2,1,2,2,1,1,2,2,2,2,2,2,4,1,1,1,1,5,5,3,5,1,1,1,5,1,3,6,6,3,6,3,2,4,4,3,1,3,4,2,3,2,3,3,3,3,3,2,3,2,2,4,4,2,1,2,2,1,2,1,2,1,2, ,2,1,4, ,4,2,1,1,2,3,3,2,1,1,1,1,1,1,1,1,1,3,3,1,2,2,4,5,1,1,2,3,1,1,1, , , , , , , , , , , , , , ,2,4,4,1,1,2,1,2,5,1,1,1,4,1,5, ,1,2,0,2,5,1,1,5,5,6,24.4097222222222,2,8,1,1,1,8,1,2,3, , , , , , , , , , , , ,4,5,1,5, ,3/11/2020,2020,2,3,.0690329075107446,.0442011147199198,.65143289657089,.0676577333084523,.0442191237638286,1.31405014003945,0,0,0
36, ,0,5,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1, ,0, , ,5,2,6,2,40,2, ,2, , , , , , , ,2, ,40,1,8,1,6,1,1,2,1,2,1,2,2,1,2,1,1,3,2,3,2,2,5,4,3,4,1,3,4,4,1,3,6,3,6,4,4,2,6,6,6,1,3,3,2,3,1,3,3,4,3,4,2,4,4,4,4,4,4,2,2,1,1,3,3,1,1,1, ,1,1,4,5,4,4,2,1,1,2,2,5,1,1,1,1,1,1,1,1,2,1,4,4,3,2,3,2,2,3,3,2,2,1,1,1,1,2,2,1,2,2,2,2,2,1,1,2, ,2,3,4,1,1,3,3,3,4,4,1,2,7,1,3,2,1,1,0,3,3,3,2,5,2,5,33.6700824237024,4,7,2,1,1,7,1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,4,5,1,5,67.6,1/16/2020,2020,2,1,.181907934187054,.123043589401548,1.83269634399004,0,0,0,.186663827413248,.122980805324392,1.1229102358051
37, ,0,6,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,1,0, , ,5,1,11,1,35,2, ,2, , , , , , , ,1,12,47,1,4,1,8,1,1,1,1,1,1,1,2,1,1,1,1,4,2,2,1,1,5,5,5,5, ,1,4,5,5,2,5,6,3,4, ,1, ,6,6,1,5,5,1,4,4,5,4,4,4,4,1,3, ,4,4,3,4,1,4,1,1,1,1,1,2,1, , , ,5, , , , ,1, ,3,1,1,1,1,2,1,1,1,1, ,2,1,4,4, ,1,1,6,3,1,1,1, , , ,2,2,2,2,1,2,2,2,1,2,1,2,2, ,2,1, ,1,1,1,1,1,1,1,2,3, ,1,4,2,2, ,0,2,3,1,1,5,5,6, , , ,2,1, , ,2,0,2,0,1,0,0,0,0,0,0,1,0,0,0,4,5,1,5,68.8,1/17/2020,2020,2,1,.181907934187054,.123043589401548,1.83269634399004,0,0,0,.186663827413248,.122980805324392,1.1229102358051
38, , ,1,1,1, , , , , , , , , , , , , , , , , , , , ,1,5,2, ,2,17,2,55,2, ,2, , , , , , , ,2, ,55,6,6,4,6,1,1,2,2,2,2,2,2,2,2,2,2,4,1,1,1,1,5,5,5,5,1,1,1,5,5,2,6,6,1,6,4,2,6,1,1,2,1,2,1,1,1,1,3,3,3,3,1,3,2,3,4,3,3,4,1,2,2,1,2,1,1,1, ,4,4,5,1,3,1,1,2,2,2,2,2,3,1,1,1,1,1,1,1,1,3,6,1,2,2,4,5,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,1,3,1,4,5,5,5,4,5,1,1,5,1,5, ,2, ,3,2,5,1,1,6,6,6,22.1487082545684,2,7,2,2,0,7,2,0,3, , , , , , , , , , , , ,2,3,2,1,40.6,8/1/2019,2019,2,2,.348369952333104,.242418271549719,.285742686195923,.341430227662986,.242517041033799,.576391242732,0,0,0
39, , ,14,2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1, ,0, , ,5,1,2,1,50,2, ,2, , , , , , , ,2, ,50,7,6,2,2,2,1,1,1,2,2,2,2,2,2,2,2,4,1,2,1,1,5,5,5,5,1,1,1,5,5,2,6,5,1,7,5,1,2,1,1,1,3,2,1,1,1,3,4,4,3,3,3,4,3,3,4,4,4,1,1,2,5,1,1,1,1,1, ,4,5,5,1,1,1,1,1,2,2,2,6,1,1,1,1,1,1,1,1,2,1,7,1,4,3, ,6,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,2,1, , ,4,4,4,4,2,1,1,7,1,2,1,1,1,0,2,3,2,1,5,6,4,26.3839369487709,3,5,2,2,0,5,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,3,2,1,44.3,4/26/2019,2019,2,1,1.5653991441235,1.01044815416221,.832025340653959,0,0,0,1.60632573272503,1.00993256407595,.509789728414845
40,1,1,2,2,1,2, , , , , , , , , , , , , , , , , , , ,1, , ,5,2, ,2,46,2, ,2, , , , , , , ,2, ,46,8,6,8,5,1, , , , , , , , , , , ,4,1,2,1,2,5,5,3,5,4,1,1,5,5,3,5,5,5,4,1,1,7,7,3,2,1,1,2,1,1,4,3,3,3,4,1,3,4,2,4,4,3,1, ,1,1,4,5,1,1,1, ,3,3,5,1,4,1,1,1,1,4,2,1,1,1,1,1,2,1,1,1,2,1,1,1, ,4,4,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,4,4,2,5,5,5,6,1,4,1,4,6,2,3,2,1,2,0,1,5,1,1,5,5,5,23.294674556213,2,6,1, , , ,2,0,2, , , , , , , , , , , , ,3,4,1,1,27.6,2/27/2019,2019,2,1,.260773725039008,.176388871072648,.853858809142264,0,0,0,.267591525472095,.176298867094831,.523167299297792
41,2,0,6,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1, ,0, , ,5,1,5,1,50, , ,2, , , , , , , ,2, ,50,1,4,1,3,1,1,2,1,2,1,2,2,2,2,2,1,3,1,3,1,2,5,5,4,3,1,1,1,5,2,3,6,6,5,1,1,1,7,7,6,2,1,2,1,1,2,3,4,4,4,4,1,3,1,4,4,4,1,1,3,2,2,2,1,1,2,1, ,1,5,1,5,5,3,1,1,1,1,3,1,3,3,3,3,3,3,3, ,2,1,7,7,2,1,1,1,2,1,2,2,2,1,2,2,2,1,2,1,2,2,1,2,2,1,2,2, ,2,1,5,1,1,3,3,4,2,3,1,1,6,1,3,2,2, ,0,4,3,1,1,5,5,5,37.2297297297297,4,6,2,2,0,8,1,4,1,0,0,0,0,0,1,0,0,0,0,0,0,3,4,1,1,28.6,2/19/2019,2019,2,1,.260773725039008,.176388871072648,.853858809142264,0,0,0,.267591525472095,.176298867094831,.523167299297792
42,2,0,2,2,1,2, , , , , , , , , , , , , , , , , , , ,0, , ,5,2,7,1,45,2, ,2, , , , , , , ,2, ,45,1,4,1,1,1,1,2,1,2,1,1,2,1,2,1,2,3,2,2,1,1,5,5,4,5,2,1,3,5,3,2,4,4,1,4,5,2,1,1,3,2,1,2,1,1,1,2,4,3,3,3,1,3,2,3,4,4,4,1,1,1,1,1,1,1,1,1, ,2,3,4,2,2,2,1,2,2,2,2,4,2,2,2,2,2,2,2,2,2,1,7,1,2,2,5,6,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,3,2,1,4,2,2,2,1,2,1,1,6,1,3,1,2, ,3,2,3,1,2,4,5,6,31.5632653061224,4,8,2,2,0,13,2,0,3,0,0,0,0,0,0,0,0,0,0,0,1,3,4,1,1,35.2,2/26/2019,2019,2,2,.260773725039008,.176388871072648,.853858809142264,0,0,0,.267591525472095,.176298867094831,.523167299297792
43,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , ,1,5,2, ,2,26,1,50,1,10,2, , , , , , , ,2, ,60,8,8,6,7,1,1,1,1,1,2,2,2,2,2,2,1,3,4,1,1,1,5,4,3,5,1,3,1,4,2,3,5,6,2,3,3,2,6,6,4,2,1,3,1,1,1,2,4,3,3,3,1,2,1,3,3,3,2,1, ,3,1,2,2,1,1,1, ,1,1,1,4,4,3,2,1,1, ,3,3,1,1,1,1,1,1,1,1,1,5,7,1,2,1,2,3,2,2,2,3,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2, ,2,3,4,1,1,6,5,5,2,4,1,1,4,1,5, ,1,2,0,2,5,2,1,5,5,1,25.1071428571429,3,7,1,2,0,7,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,3,4,1,1,61.6,2/28/2019,2019,2,1,.0989619750358934,.0633644122665779,.303504570806925,.0969905970368417,.0633902290924656,.612219962901509,0,0,0
44,2,0,6,2,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2, ,0, , ,5,2,4,1,40,1,2,2, , , , , , , ,2, ,42,2,4,5,8,1,1,1,1,1,2,2,2,1,2,2,1,4,2,1,1,2,5,5,5,4,1,1,1,5,1,3,4,4,5,6,2,1,7,7,6,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,5,1,5,25.6,11/13/2019,2019,2,1,.151241278398955,.102300484269975,1.52373418576193,0,0,0,.155195407033712,.102248284545237,.933606224211209
45,1,1,2,2,1, , , , , , , , , , , , , , , , , , , , ,1, , , ,2,29,2,30,2, ,2, , , , , , , ,1,24,54,8,7,8,8,2,1,2,2,2,2,2,2,2,1,2,2,4,2,2,1,1,5,5,5,5,2,1,1,5,2,3,6,6,6,5,6,3,5,2,1,1,2,2,2,3,1,3,4,3,3,3,1,3,2,4,4,4,3,2,3,3,3,4,2,1,3,2, ,1,1,1,1,5,5,1,1,2,2,2,3,3,1,1,1,3,3,1,1,1,5,5,1,3,2,2,4,1,2,3,3,2,1,1,1,2,1,2,1,1,2,2,1,2,1,2,1, ,2,4,4,1,1,3,3,3,1,1,1,3,3,2,5, ,1,2,0,2,5,1,1,5,6,6,28.319091796875,3,6,1,1,2,6,2,0,3, , , , , , , , , , , , ,4,5,1,5,32.5,11/14/2019,2019,2,1,.151241278398955,.102300484269975,1.52373418576193,0,0,0,.155195407033712,.102248284545237,.933606224211209
46,1,1,13,2,1,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,1,1, , ,5,2,41,2,10,2, ,2, , , , , , , ,2, ,10,8,5,5,6,2,2,1,2,2,2,2,1,2,1,2,2,4,2,1,2,2,5,5,5,5,1,1,1,5,2,3,6,4,1,1,1,1,6,7,4,1,4,5, ,2,1,2,4,4,2,2,1,3,1,4,4,4,3,3,3,3,1,2,2,1,1,1, ,1,1,5,4,5, , ,1,1,4,3,4,2,2,2,2,2,2,2,2,1,4,1,1,1,3,1,2,2,2,2,3,1,1,1,2,2,2,2,1,2,2,1,2,1,1,2,2, ,2,5,5,1,1,2,4,5,1,1,1,1,2,1,5, ,1,2,0,3,4,1,1,4,4,6,39.6009467455621,4,2,1,2,0,1,2,0,2, , , , , , , , , , , , ,4,5,1,5,33.9,11/15/2019,2019,2,1,.151241278398955,.102300484269975,1.52373418576193,0,0,0,.155195407033712,.102248284545237,.933606224211209
47,2,0,4,2,1,1,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2, ,0, , ,4,1,18,1,40,2, ,2, , , , , , , ,2, ,40,2,4,2,4,2,2,2,2,2,2,1,2,2,2,2,2,4,1,1,1,1,5,5,5,5,5,1,3,5,2,3,4,5,7,7,5,1,7,3,6,2,1,2,1,2,1,2,4,3,2,4,1,3,1,4,4,4,3,1,5,4,5,4,2,1,1,1, ,5,3,5,1,1,3,1,1,3,4,1,1,2,2,2,2,2,2,2,2,1,2,4,3,4,4,2,4,1,1,1,3,3,1,1,2,2,2,1,1,2,2,2,2,1,1,2,2, ,2,2,3,2,5,5,5,5,4,5,2,3,5,2,5, ,2, ,2,3,4,1,1,6,6,7,30.1108591584782,4,7,2,2,0,7,2,0,2, , , , , , , , , , , , ,4,5,1,5,51.2,11/14/2019,2019,2,1,.151241278398955,.102300484269975,1.52373418576193,0,0,0,.155195407033712,.102248284545237,.933606224211209
48,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , ,1,5,2, ,2,47,2,60,2, ,2, , , , , , , ,2, ,60,8,8,8,7,1,1,2,2,2,1,1,1,2,2,1,1,4,2,1,1,1,5,5,3,5,1,1,1,5,1,3,5,6,5,7,2,1,6,7,5,1,4,5,2,1,2,3,4,3,4,4,1,4,1,4,4,4,4, , , , , , , , , , , , , , ,5,1,1,1,1,3,3,4,1,1,1,1,1,1,1,1,1,5,7,1,4,2,1,2,3,3,3,3,2,2, ,2,2,2,2,1,2,1,1,2,2,1,2,1, ,2,3,4,1,1,6,6,6,1,1,1,1,2,1,5, ,1,2,0,3,5,1,1,6,5,7,25.2134105591446,3,5,1,2,0,5,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,4,5,1,5,53.8,3/12/2020,2020,2,1,.0573951061023313,.0367495410619385,.541612132031609,.0562517634256887,.0367645140802166,1.09252311587208,0,0,0
